Country,Concept,LocalTerm,table_index,table_heading
Puerto Rico,"Variedad de helado, consistente en helado a base de leche y gelatina relleno de finas e irregulares virutas de chocolate Stracciatella (helado)",helado de crema/mantecado con chocolate chip,97,Alimentos diversos (6)
España,"Golosina que en su forma moderna consiste en azúcar o jarabe de maíz, clara de huevo batida, gelatina previamente ablandada con agua, goma arábiga y saborizantes, todo ello batido para lograr una consistencia esponjosa. Se puede elaborar en muchas formas Malvavisco","nube, esponjita, jamón",97,Alimentos diversos (6)
Guatemala,"Golosina que en su forma moderna consiste en azúcar o jarabe de maíz, clara de huevo batida, gelatina previamente ablandada con agua, goma arábiga y saborizantes, todo ello batido para lograr una consistencia esponjosa. Se puede elaborar en muchas formas Malvavisco",angelito,97,Alimentos diversos (6)
México,"Golosina que en su forma moderna consiste en azúcar o jarabe de maíz, clara de huevo batida, gelatina previamente ablandada con agua, goma arábiga y saborizantes, todo ello batido para lograr una consistencia esponjosa. Se puede elaborar en muchas formas Malvavisco","bombón, malvavisco",97,Alimentos diversos (6)
Puerto Rico,"Golosina que en su forma moderna consiste en azúcar o jarabe de maíz, clara de huevo batida, gelatina previamente ablandada con agua, goma arábiga y saborizantes, todo ello batido para lograr una consistencia esponjosa. Se puede elaborar en muchas formas Malvavisco",(el) marshmallow,97,Alimentos diversos (6)
España,"Pastel hecho con varias láminas finas de hojaldre superpuestas y entre las que se pone crema, dulce, merengue, mermelada u otra sustancia blanda; en algunos casos también puede ir relleno con ingredientes salados. Milhojas",milhojas,97,Alimentos diversos (6)
Guatemala,"Pastel hecho con varias láminas finas de hojaldre superpuestas y entre las que se pone crema, dulce, merengue, mermelada u otra sustancia blanda; en algunos casos también puede ir relleno con ingredientes salados. Milhojas",milhojas,97,Alimentos diversos (6)
México,"Pastel hecho con varias láminas finas de hojaldre superpuestas y entre las que se pone crema, dulce, merengue, mermelada u otra sustancia blanda; en algunos casos también puede ir relleno con ingredientes salados. Milhojas",milhojas,97,Alimentos diversos (6)
Puerto Rico,"Pastel hecho con varias láminas finas de hojaldre superpuestas y entre las que se pone crema, dulce, merengue, mermelada u otra sustancia blanda; en algunos casos también puede ir relleno con ingredientes salados. Milhojas",milhojas,97,Alimentos diversos (6)
España,"Dulce hecho con bizcocho o pan deshecho en leche, con azúcar, huevos y, a veces, frutos secos Budín","bizcocho, (el) queique",97,Alimentos diversos (6)
Guatemala,"Dulce hecho con bizcocho o pan deshecho en leche, con azúcar, huevos y, a veces, frutos secos Budín",magdalena,97,Alimentos diversos (6)
México,"Dulce hecho con bizcocho o pan deshecho en leche, con azúcar, huevos y, a veces, frutos secos Budín",(el) panqué,97,Alimentos diversos (6)
Puerto Rico,"Dulce hecho con bizcocho o pan deshecho en leche, con azúcar, huevos y, a veces, frutos secos Budín","bizcocho, pan, budín, (el) ponqué",97,Alimentos diversos (6)
España,"Bollo pequeño, hecho y presentado en molde de papel rizado, con los mismos ingredientes que el bizcocho en distintas proporciones Muffin","magdalena, madalena",98,Alimentos diversos (7)
Guatemala,"Bollo pequeño, hecho y presentado en molde de papel rizado, con los mismos ingredientes que el bizcocho en distintas proporciones Muffin","cubilete, (el) cupcake",98,Alimentos diversos (7)
México,"Bollo pequeño, hecho y presentado en molde de papel rizado, con los mismos ingredientes que el bizcocho en distintas proporciones Muffin","panquecito, mantecada, madalena, quequito, panqué",98,Alimentos diversos (7)
Puerto Rico,"Bollo pequeño, hecho y presentado en molde de papel rizado, con los mismos ingredientes que el bizcocho en distintas proporciones Muffin",bizcocho,98,Alimentos diversos (7)
España,"Azúcar sin refinar obtenido de la caña de azúcar, que se comercializa en panes compactos de forma rectangular, redonda o prismática, según las regiones Panela","panela (Galicia), rapadura (Canarias)",98,Alimentos diversos (7)
Guatemala,"Azúcar sin refinar obtenido de la caña de azúcar, que se comercializa en panes compactos de forma rectangular, redonda o prismática, según las regiones Panela","panela, rapadura",98,Alimentos diversos (7)
México,"Azúcar sin refinar obtenido de la caña de azúcar, que se comercializa en panes compactos de forma rectangular, redonda o prismática, según las regiones Panela","panocha, piloncillo, panela",98,Alimentos diversos (7)
Puerto Rico,"Azúcar sin refinar obtenido de la caña de azúcar, que se comercializa en panes compactos de forma rectangular, redonda o prismática, según las regiones Panela",rapadura,98,Alimentos diversos (7)
España,"Torta muy delgada y blanda, elaborada con harina, leche, huevos, mantequilla y azúcar, que se suele comer doblada, con chocolate, mermelada u otro alimento dulce o salado en su interior Crep","(la) crep, filloa, frisuelo, tortita",98,Alimentos diversos (7)
Guatemala,"Torta muy delgada y blanda, elaborada con harina, leche, huevos, mantequilla y azúcar, que se suele comer doblada, con chocolate, mermelada u otro alimento dulce o salado en su interior Crep",crepa,98,Alimentos diversos (7)
México,"Torta muy delgada y blanda, elaborada con harina, leche, huevos, mantequilla y azúcar, que se suele comer doblada, con chocolate, mermelada u otro alimento dulce o salado en su interior Crep","crepa, frisuelo",98,Alimentos diversos (7)
Puerto Rico,"Torta muy delgada y blanda, elaborada con harina, leche, huevos, mantequilla y azúcar, que se suele comer doblada, con chocolate, mermelada u otro alimento dulce o salado en su interior Crep","crepa, (la) crep",98,Alimentos diversos (7)
España,"Bizcocho o bizcochuelo fino y plano que se rellena con diversos ingredientes, dulces o salados, y se enrolla sobre sí mismo para que tome forma cilíndrica Brazo de gitano",brazo de gitano,98,Alimentos diversos (7)
Guatemala,"Bizcocho o bizcochuelo fino y plano que se rellena con diversos ingredientes, dulces o salados, y se enrolla sobre sí mismo para que tome forma cilíndrica Brazo de gitano",brazo gitano,98,Alimentos diversos (7)
México,"Bizcocho o bizcochuelo fino y plano que se rellena con diversos ingredientes, dulces o salados, y se enrolla sobre sí mismo para que tome forma cilíndrica Brazo de gitano","niño envuelto, rollo",98,Alimentos diversos (7)
Puerto Rico,"Bizcocho o bizcochuelo fino y plano que se rellena con diversos ingredientes, dulces o salados, y se enrolla sobre sí mismo para que tome forma cilíndrica Brazo de gitano",brazo gitano,98,Alimentos diversos (7)
España,"Postre tradicional de la cocina italiana que consiste en una crema hecha con yema de huevo, azúcar y vino Zabaione",(el) zabaione,98,Alimentos diversos (7)
Guatemala,"Postre tradicional de la cocina italiana que consiste en una crema hecha con yema de huevo, azúcar y vino Zabaione",sambayón,98,Alimentos diversos (7)
México,"Postre tradicional de la cocina italiana que consiste en una crema hecha con yema de huevo, azúcar y vino Zabaione",(no se conoce prácticamente),98,Alimentos diversos (7)
Puerto Rico,"Postre tradicional de la cocina italiana que consiste en una crema hecha con yema de huevo, azúcar y vino Zabaione",(no se conoce prácticamente),98,Alimentos diversos (7)
España,Embutido hecho con carne picada de vacuno y de cerdo que se embucha en una tripa gruesa y se consume curado Salami,salami,98,Alimentos diversos (7)
Guatemala,Embutido hecho con carne picada de vacuno y de cerdo que se embucha en una tripa gruesa y se consume curado Salami,salami,98,Alimentos diversos (7)
México,Embutido hecho con carne picada de vacuno y de cerdo que se embucha en una tripa gruesa y se consume curado Salami,salami,98,Alimentos diversos (7)
Puerto Rico,Embutido hecho con carne picada de vacuno y de cerdo que se embucha en una tripa gruesa y se consume curado Salami,salami,98,Alimentos diversos (7)
España,Trozo fino de carne vacuna asado o hecho a la plancha Filete (carne roja),"(el) bistec, filete",98,Alimentos diversos (7)
Guatemala,Trozo fino de carne vacuna asado o hecho a la plancha Filete (carne roja),"churrasco, asado",98,Alimentos diversos (7)
México,Trozo fino de carne vacuna asado o hecho a la plancha Filete (carne roja),"(el) bistec, filete",98,Alimentos diversos (7)
Puerto Rico,Trozo fino de carne vacuna asado o hecho a la plancha Filete (carne roja),"churrasco, (el) steak, (el) bistec, (el) bisté",98,Alimentos diversos (7)
España,"Plato elaborado con huevo batido y cocinado con mantequilla o aceite, en una sartén. La forma que adquiere durante el cocinado es similar al de una hoja redonda, extendida o plegada sobre sí misma. Este plato es muy versátil, existiendo numerosas variaciones Tortilla francesa",tortilla francesa,99,Alimentos diversos (8)
Guatemala,"Plato elaborado con huevo batido y cocinado con mantequilla o aceite, en una sartén. La forma que adquiere durante el cocinado es similar al de una hoja redonda, extendida o plegada sobre sí misma. Este plato es muy versátil, existiendo numerosas variaciones Tortilla francesa",(el) omelette,99,Alimentos diversos (8)
México,"Plato elaborado con huevo batido y cocinado con mantequilla o aceite, en una sartén. La forma que adquiere durante el cocinado es similar al de una hoja redonda, extendida o plegada sobre sí misma. Este plato es muy versátil, existiendo numerosas variaciones Tortilla francesa","(el) omelette, tortilla de huevo",99,Alimentos diversos (8)
Puerto Rico,"Plato elaborado con huevo batido y cocinado con mantequilla o aceite, en una sartén. La forma que adquiere durante el cocinado es similar al de una hoja redonda, extendida o plegada sobre sí misma. Este plato es muy versátil, existiendo numerosas variaciones Tortilla francesa",tortilla,99,Alimentos diversos (8)
España,"Torta plana, redonda y salada o dulce, cuya masa contiene leche y está levadurizada. A veces también puede incluir especias, esencias o extractos (canela, por ejemplo). Se considera un desayuno típico estadounidense, aunque también se consume internacionalmente en la merienda, como aperitivo o postre Panqueque",tortita,99,Alimentos diversos (8)
Guatemala,"Torta plana, redonda y salada o dulce, cuya masa contiene leche y está levadurizada. A veces también puede incluir especias, esencias o extractos (canela, por ejemplo). Se considera un desayuno típico estadounidense, aunque también se consume internacionalmente en la merienda, como aperitivo o postre Panqueque",(el) panqueque,99,Alimentos diversos (8)
México,"Torta plana, redonda y salada o dulce, cuya masa contiene leche y está levadurizada. A veces también puede incluir especias, esencias o extractos (canela, por ejemplo). Se considera un desayuno típico estadounidense, aunque también se consume internacionalmente en la merienda, como aperitivo o postre Panqueque",(el) hotcake,99,Alimentos diversos (8)
Puerto Rico,"Torta plana, redonda y salada o dulce, cuya masa contiene leche y está levadurizada. A veces también puede incluir especias, esencias o extractos (canela, por ejemplo). Se considera un desayuno típico estadounidense, aunque también se consume internacionalmente en la merienda, como aperitivo o postre Panqueque",(el) pancake,99,Alimentos diversos (8)
España,"Huevo sin batir que se fríe en abundante aceite de manera que la clara se cuaja y cubre ligeramente la yema, que debe quedar líquida Huevo frito",huevo frito,99,Alimentos diversos (8)
Guatemala,"Huevo sin batir que se fríe en abundante aceite de manera que la clara se cuaja y cubre ligeramente la yema, que debe quedar líquida Huevo frito",huevo estrellado,99,Alimentos diversos (8)
México,"Huevo sin batir que se fríe en abundante aceite de manera que la clara se cuaja y cubre ligeramente la yema, que debe quedar líquida Huevo frito","huevo estrellado, huevo frito",99,Alimentos diversos (8)
Puerto Rico,"Huevo sin batir que se fríe en abundante aceite de manera que la clara se cuaja y cubre ligeramente la yema, que debe quedar líquida Huevo frito",huevo frito,99,Alimentos diversos (8)
España,Pollo preparado al espiedo Pollo asado,"pollo asado, pollo a l'ast",99,Alimentos diversos (8)
Guatemala,Pollo preparado al espiedo Pollo asado,"pollo asado, pollo rostizado",99,Alimentos diversos (8)
México,Pollo preparado al espiedo Pollo asado,"pollo rostizado, pollo asado, pollo a las brasas, pollo a la vuelta y vuelta",99,Alimentos diversos (8)
Puerto Rico,Pollo preparado al espiedo Pollo asado,"pollo a la brasa, pollo asado a la rotisserie, pollo rostizado",99,Alimentos diversos (8)
España,"Masa de harina, huevos, azúcar y algo de levadura que se cocina en el horno dentro de un molde y sirve como base para elaborar distintos tipos de pasteles Bizcocho","bizcocho, coca, torta caldosa",99,Alimentos diversos (8)
Guatemala,"Masa de harina, huevos, azúcar y algo de levadura que se cocina en el horno dentro de un molde y sirve como base para elaborar distintos tipos de pasteles Bizcocho",magdalena,99,Alimentos diversos (8)
México,"Masa de harina, huevos, azúcar y algo de levadura que se cocina en el horno dentro de un molde y sirve como base para elaborar distintos tipos de pasteles Bizcocho","pan, panqué, pastel",99,Alimentos diversos (8)
Puerto Rico,"Masa de harina, huevos, azúcar y algo de levadura que se cocina en el horno dentro de un molde y sirve como base para elaborar distintos tipos de pasteles Bizcocho","bizcocho, panetela",99,Alimentos diversos (8)
España,"Huevo ligeramente cocido, se sumerge en una salmuera hirviendo y se espera durante un período de entre 3.5 y 4 minutos. La clara queda semilíquida y la yema líquida Huevo cocido",huevo pasado por agua,99,Alimentos diversos (8)
Guatemala,"Huevo ligeramente cocido, se sumerge en una salmuera hirviendo y se espera durante un período de entre 3.5 y 4 minutos. La clara queda semilíquida y la yema líquida Huevo cocido",huevo tibio,99,Alimentos diversos (8)
México,"Huevo ligeramente cocido, se sumerge en una salmuera hirviendo y se espera durante un período de entre 3.5 y 4 minutos. La clara queda semilíquida y la yema líquida Huevo cocido","huevo tibio, huevo pasado por agua",99,Alimentos diversos (8)
Puerto Rico,"Huevo ligeramente cocido, se sumerge en una salmuera hirviendo y se espera durante un período de entre 3.5 y 4 minutos. La clara queda semilíquida y la yema líquida Huevo cocido",huevo pasado por agua,99,Alimentos diversos (8)
España,"Rebanada de pan empapada en leche a la que se le añade canela y corteza de limón, que se pasa por huevo batido y se fríe en abundante aceite; se sirve espolvoreada con azúcar o bañada con miel; también se puede empapar en vino en vez de en leche Torrija",torrija,100,Alimentos diversos (9)
Guatemala,"Rebanada de pan empapada en leche a la que se le añade canela y corteza de limón, que se pasa por huevo batido y se fríe en abundante aceite; se sirve espolvoreada con azúcar o bañada con miel; también se puede empapar en vino en vez de en leche Torrija",tostada a la francesa,100,Alimentos diversos (9)
México,"Rebanada de pan empapada en leche a la que se le añade canela y corteza de limón, que se pasa por huevo batido y se fríe en abundante aceite; se sirve espolvoreada con azúcar o bañada con miel; también se puede empapar en vino en vez de en leche Torrija","pan francés, torreja, caballero pobre, torrija",100,Alimentos diversos (9)
Puerto Rico,"Rebanada de pan empapada en leche a la que se le añade canela y corteza de limón, que se pasa por huevo batido y se fríe en abundante aceite; se sirve espolvoreada con azúcar o bañada con miel; también se puede empapar en vino en vez de en leche Torrija","tostada francesa, (el) french toast",100,Alimentos diversos (9)
España,"Preparación en la que se mezclan trozos de distintas frutas con su propio jugo, con jugo de naranja, en almíbar o con algún licor; suele consumirse como postre Macedonia de frutas",macedonia (de frutas),100,Alimentos diversos (9)
Guatemala,"Preparación en la que se mezclan trozos de distintas frutas con su propio jugo, con jugo de naranja, en almíbar o con algún licor; suele consumirse como postre Macedonia de frutas",coctel de frutas,100,Alimentos diversos (9)
México,"Preparación en la que se mezclan trozos de distintas frutas con su propio jugo, con jugo de naranja, en almíbar o con algún licor; suele consumirse como postre Macedonia de frutas","coctel de frutas, ensalada de fruta(s), macedonia",100,Alimentos diversos (9)
Puerto Rico,"Preparación en la que se mezclan trozos de distintas frutas con su propio jugo, con jugo de naranja, en almíbar o con algún licor; suele consumirse como postre Macedonia de frutas","ensalada de frutas, coctel de frutas",100,Alimentos diversos (9)
España,"Varilla con trozos de distintos alimentos ensartados en ella, los cuales se asan a la brasa o al horno Brocheta","brocheta, pincho moruno",100,Alimentos diversos (9)
Guatemala,"Varilla con trozos de distintos alimentos ensartados en ella, los cuales se asan a la brasa o al horno Brocheta",pincho,100,Alimentos diversos (9)
México,"Varilla con trozos de distintos alimentos ensartados en ella, los cuales se asan a la brasa o al horno Brocheta","brocheta, aguja, alambre",100,Alimentos diversos (9)
Puerto Rico,"Varilla con trozos de distintos alimentos ensartados en ella, los cuales se asan a la brasa o al horno Brocheta",pincho,100,Alimentos diversos (9)
España,"Comida en la que se cuecen en una misma olla durante largo tiempo carnes, legumbres y hortalizas, entre, tal vez, otros ingredientes Puchero","cocido, puchero",100,Alimentos diversos (9)
Guatemala,"Comida en la que se cuecen en una misma olla durante largo tiempo carnes, legumbres y hortalizas, entre, tal vez, otros ingredientes Puchero",caldo,100,Alimentos diversos (9)
México,"Comida en la que se cuecen en una misma olla durante largo tiempo carnes, legumbres y hortalizas, entre, tal vez, otros ingredientes Puchero","cocido, caldo, mole de olla, puchero",100,Alimentos diversos (9)
Puerto Rico,"Comida en la que se cuecen en una misma olla durante largo tiempo carnes, legumbres y hortalizas, entre, tal vez, otros ingredientes Puchero","sancocho, guiso",100,Alimentos diversos (9)
España,"Bollo, generalmente en forma de rosquilla, hecho con una masa frita que se recubre o rellena con algún ingrediente dulce como azúcar, chocolate, mermelada o crema Dona (comida)","(el) dónut, (el) donus, berlinesa, berlina",100,Alimentos diversos (9)
Guatemala,"Bollo, generalmente en forma de rosquilla, hecho con una masa frita que se recubre o rellena con algún ingrediente dulce como azúcar, chocolate, mermelada o crema Dona (comida)",dona,100,Alimentos diversos (9)
México,"Bollo, generalmente en forma de rosquilla, hecho con una masa frita que se recubre o rellena con algún ingrediente dulce como azúcar, chocolate, mermelada o crema Dona (comida)",dona,100,Alimentos diversos (9)
Puerto Rico,"Bollo, generalmente en forma de rosquilla, hecho con una masa frita que se recubre o rellena con algún ingrediente dulce como azúcar, chocolate, mermelada o crema Dona (comida)",dona,100,Alimentos diversos (9)
España,"Bollo fino horneado y crujiente hecho con pasta choux, de forma alargada y hueca, y que habitualmente se rellena Éclair","palo catalán, palo (de crema/trufa/nata), pepito, (el) petisú, relámpago, (el) éclair",100,Alimentos diversos (9)
Guatemala,"Bollo fino horneado y crujiente hecho con pasta choux, de forma alargada y hueca, y que habitualmente se rellena Éclair",relámpago de manjar,100,Alimentos diversos (9)
México,"Bollo fino horneado y crujiente hecho con pasta choux, de forma alargada y hueca, y que habitualmente se rellena Éclair",(el) éclair,100,Alimentos diversos (9)
Puerto Rico,"Bollo fino horneado y crujiente hecho con pasta choux, de forma alargada y hueca, y que habitualmente se rellena Éclair",palito de Jacob,100,Alimentos diversos (9)
España,Capa de helado entre dos galletas Sándwich de helado,corte,101,Alimentos diversos (10)
Guatemala,Capa de helado entre dos galletas Sándwich de helado,sanguchito,101,Alimentos diversos (10)
México,Capa de helado entre dos galletas Sándwich de helado,sándwich (de helado),101,Alimentos diversos (10)
Puerto Rico,Capa de helado entre dos galletas Sándwich de helado,"sándwich de helado, emparedado de helado, bocadito de helado",101,Alimentos diversos (10)
España,"Parte de los intestinos del cerdo, el buey, la vaca, el ternero o el carnero que se comen guisados y aderezados con especias Tripas","callos, mondongo",101,Alimentos diversos (10)
Guatemala,"Parte de los intestinos del cerdo, el buey, la vaca, el ternero o el carnero que se comen guisados y aderezados con especias Tripas",panza,101,Alimentos diversos (10)
México,"Parte de los intestinos del cerdo, el buey, la vaca, el ternero o el carnero que se comen guisados y aderezados con especias Tripas","pancita, menudo, mondongo, panza",101,Alimentos diversos (10)
Puerto Rico,"Parte de los intestinos del cerdo, el buey, la vaca, el ternero o el carnero que se comen guisados y aderezados con especias Tripas","tripa, mondongo, toalla",101,Alimentos diversos (10)
España,"Plato preparado a partir de un caldo y uno o más ingredientes vegetales sólidos cocidos en él. Una vez blandos, estos se cuelan, trituran, licuan y se reincorporan al potaje que finalmente se reduce hasta la consistencia cremosa deseada. Se condimenta y se puede agregar crema fresca o agria al gusto. No necesariamente puede contener también elementos sólidos Unnamed: 3_level_1","sopa, puré, crema",101,Alimentos diversos (10)
Guatemala,"Plato preparado a partir de un caldo y uno o más ingredientes vegetales sólidos cocidos en él. Una vez blandos, estos se cuelan, trituran, licuan y se reincorporan al potaje que finalmente se reduce hasta la consistencia cremosa deseada. Se condimenta y se puede agregar crema fresca o agria al gusto. No necesariamente puede contener también elementos sólidos Unnamed: 3_level_1",crema,101,Alimentos diversos (10)
México,"Plato preparado a partir de un caldo y uno o más ingredientes vegetales sólidos cocidos en él. Una vez blandos, estos se cuelan, trituran, licuan y se reincorporan al potaje que finalmente se reduce hasta la consistencia cremosa deseada. Se condimenta y se puede agregar crema fresca o agria al gusto. No necesariamente puede contener también elementos sólidos Unnamed: 3_level_1","sopa, crema",101,Alimentos diversos (10)
Puerto Rico,"Plato preparado a partir de un caldo y uno o más ingredientes vegetales sólidos cocidos en él. Una vez blandos, estos se cuelan, trituran, licuan y se reincorporan al potaje que finalmente se reduce hasta la consistencia cremosa deseada. Se condimenta y se puede agregar crema fresca o agria al gusto. No necesariamente puede contener también elementos sólidos Unnamed: 3_level_1",sopa,101,Alimentos diversos (10)
España,"Pasta dulce, de forma redonda y con un agujero en el centro, que está hecha con harina, huevos y otros ingredientes y suele freírse u hornearse Rosquilla","rosquilla, rosco",101,Alimentos diversos (10)
Guatemala,"Pasta dulce, de forma redonda y con un agujero en el centro, que está hecha con harina, huevos y otros ingredientes y suele freírse u hornearse Rosquilla",rosca,101,Alimentos diversos (10)
México,"Pasta dulce, de forma redonda y con un agujero en el centro, que está hecha con harina, huevos y otros ingredientes y suele freírse u hornearse Rosquilla",dona,101,Alimentos diversos (10)
Puerto Rico,"Pasta dulce, de forma redonda y con un agujero en el centro, que está hecha con harina, huevos y otros ingredientes y suele freírse u hornearse Rosquilla","rosquilla, dona",101,Alimentos diversos (10)
España,Azúcar de sacarosa que tiene un color amarillo característico debido a la presencia de melaza. Es un azúcar sin refinar o parcialmente refinado formado por cristales de azúcar con algún contenido residual de melaza o producido por la adición de melaza al azúcar blanco refinado. Azúcar moreno,azúcar moreno,102,Alimentos diversos (11)
Guatemala,Azúcar de sacarosa que tiene un color amarillo característico debido a la presencia de melaza. Es un azúcar sin refinar o parcialmente refinado formado por cristales de azúcar con algún contenido residual de melaza o producido por la adición de melaza al azúcar blanco refinado. Azúcar moreno,azúcar morena,102,Alimentos diversos (11)
México,Azúcar de sacarosa que tiene un color amarillo característico debido a la presencia de melaza. Es un azúcar sin refinar o parcialmente refinado formado por cristales de azúcar con algún contenido residual de melaza o producido por la adición de melaza al azúcar blanco refinado. Azúcar moreno,azúcar morena,102,Alimentos diversos (11)
Puerto Rico,Azúcar de sacarosa que tiene un color amarillo característico debido a la presencia de melaza. Es un azúcar sin refinar o parcialmente refinado formado por cristales de azúcar con algún contenido residual de melaza o producido por la adición de melaza al azúcar blanco refinado. Azúcar moreno,"azúcar negra, azúcar morena",102,Alimentos diversos (11)
España,"Preparación de la carne con objetivos culinarios, para la cual se desmenuzan y se cortan finamente los músculos, grasas y nervios mediante máquina de picar carne, cuchillo (tajadera), etc. Carne picada",carne picada,102,Alimentos diversos (11)
Guatemala,"Preparación de la carne con objetivos culinarios, para la cual se desmenuzan y se cortan finamente los músculos, grasas y nervios mediante máquina de picar carne, cuchillo (tajadera), etc. Carne picada",carne molida,102,Alimentos diversos (11)
México,"Preparación de la carne con objetivos culinarios, para la cual se desmenuzan y se cortan finamente los músculos, grasas y nervios mediante máquina de picar carne, cuchillo (tajadera), etc. Carne picada",carne molida,102,Alimentos diversos (11)
Puerto Rico,"Preparación de la carne con objetivos culinarios, para la cual se desmenuzan y se cortan finamente los músculos, grasas y nervios mediante máquina de picar carne, cuchillo (tajadera), etc. Carne picada","carne molida, picadillo",102,Alimentos diversos (11)
España,"Tarta salada de pasta hojaldrada rellena con una mezcla de huevos batidos, leche y diversos ingredientes salados que se cuece al horno; puede servirse caliente, templada o fría Quiche",(la) quiche,102,Alimentos diversos (11)
Guatemala,"Tarta salada de pasta hojaldrada rellena con una mezcla de huevos batidos, leche y diversos ingredientes salados que se cuece al horno; puede servirse caliente, templada o fría Quiche",(el) quiche,102,Alimentos diversos (11)
México,"Tarta salada de pasta hojaldrada rellena con una mezcla de huevos batidos, leche y diversos ingredientes salados que se cuece al horno; puede servirse caliente, templada o fría Quiche","(el) pay, tarta, (el) quiche, (el) pie, (el) quiché",102,Alimentos diversos (11)
Puerto Rico,"Tarta salada de pasta hojaldrada rellena con una mezcla de huevos batidos, leche y diversos ingredientes salados que se cuece al horno; puede servirse caliente, templada o fría Quiche","tarta, (el) quiche",102,Alimentos diversos (11)
España,"Nombre genérico que se da a diversas clases de productos panificados hechos con harina, azúcar, huevo y mantequilla o grasa; tienen diversas formas y pueden llevar dulce de leche, crema o dulce de membrillo; se elaboran y venden en panaderías Bollo","bollos, bollería, repostería, pasteles",102,Alimentos diversos (11)
Guatemala,"Nombre genérico que se da a diversas clases de productos panificados hechos con harina, azúcar, huevo y mantequilla o grasa; tienen diversas formas y pueden llevar dulce de leche, crema o dulce de membrillo; se elaboran y venden en panaderías Bollo",repostería,102,Alimentos diversos (11)
México,"Nombre genérico que se da a diversas clases de productos panificados hechos con harina, azúcar, huevo y mantequilla o grasa; tienen diversas formas y pueden llevar dulce de leche, crema o dulce de membrillo; se elaboran y venden en panaderías Bollo","pan (de) dulce, pan danés, panes de repostería, panes dulces",102,Alimentos diversos (11)
Puerto Rico,"Nombre genérico que se da a diversas clases de productos panificados hechos con harina, azúcar, huevo y mantequilla o grasa; tienen diversas formas y pueden llevar dulce de leche, crema o dulce de membrillo; se elaboran y venden en panaderías Bollo","bizcochos, bollería, dulces de repostería",102,Alimentos diversos (11)
España,"Plato que consiste en masa de harina de maíz rellena de carne, pollo, chile u otros ingredientes, envuelta en hojas de mazorca de maíz o plátano y cocida al vapor o al horno; según los países, varían los ingredientes y presenta distintas formas Tamal","tamal, hallaca",102,Alimentos diversos (11)
Guatemala,"Plato que consiste en masa de harina de maíz rellena de carne, pollo, chile u otros ingredientes, envuelta en hojas de mazorca de maíz o plátano y cocida al vapor o al horno; según los países, varían los ingredientes y presenta distintas formas Tamal","tamal, chuchito, chepito, bollito, (el) cambray, montuca",102,Alimentos diversos (11)
México,"Plato que consiste en masa de harina de maíz rellena de carne, pollo, chile u otros ingredientes, envuelta en hojas de mazorca de maíz o plátano y cocida al vapor o al horno; según los países, varían los ingredientes y presenta distintas formas Tamal","tamal, cabecit de perr, vaporcitoo",102,Alimentos diversos (11)
Puerto Rico,"Plato que consiste en masa de harina de maíz rellena de carne, pollo, chile u otros ingredientes, envuelta en hojas de mazorca de maíz o plátano y cocida al vapor o al horno; según los países, varían los ingredientes y presenta distintas formas Tamal","guanimo, (el) guanime, pastel",102,Alimentos diversos (11)
España,"Helado compuesto por tres capas de chocolate, vainilla y fresa, juntas, sin separación entre ellas Helado napolitano",corte de helado,103,Alimentos diversos (12)
Guatemala,"Helado compuesto por tres capas de chocolate, vainilla y fresa, juntas, sin separación entre ellas Helado napolitano",helado sabor napolitano,103,Alimentos diversos (12)
México,"Helado compuesto por tres capas de chocolate, vainilla y fresa, juntas, sin separación entre ellas Helado napolitano",helado napolitano,103,Alimentos diversos (12)
Puerto Rico,"Helado compuesto por tres capas de chocolate, vainilla y fresa, juntas, sin separación entre ellas Helado napolitano",mantecado napolitano,103,Alimentos diversos (12)
España,Plato consistente en intestinos de ovino o vacuno trenzados y asados Chinchulín,"tripita, zarajo",103,Alimentos diversos (12)
Guatemala,Plato consistente en intestinos de ovino o vacuno trenzados y asados Chinchulín,"tripa, tripita",103,Alimentos diversos (12)
México,Plato consistente en intestinos de ovino o vacuno trenzados y asados Chinchulín,"tripa, tripita",103,Alimentos diversos (12)
Puerto Rico,Plato consistente en intestinos de ovino o vacuno trenzados y asados Chinchulín,tripa,103,Alimentos diversos (12)
España,"Tortilla de forma redonda y plana que se hace añadiendo al huevo trozos de papas y a menudo cebolla, previamente fritas Tortilla de patatas","tortilla (de patatas), tortilla española",103,Alimentos diversos (12)
Guatemala,"Tortilla de forma redonda y plana que se hace añadiendo al huevo trozos de papas y a menudo cebolla, previamente fritas Tortilla de patatas",tortita de papa,103,Alimentos diversos (12)
México,"Tortilla de forma redonda y plana que se hace añadiendo al huevo trozos de papas y a menudo cebolla, previamente fritas Tortilla de patatas",tortilla española,103,Alimentos diversos (12)
Puerto Rico,"Tortilla de forma redonda y plana que se hace añadiendo al huevo trozos de papas y a menudo cebolla, previamente fritas Tortilla de patatas",tortilla española,103,Alimentos diversos (12)
España,"Salsa de tomate con vinagre, azúcar y especias Kétchup",(el) kétchup,103,Alimentos diversos (12)
Guatemala,"Salsa de tomate con vinagre, azúcar y especias Kétchup",salsa dulce,103,Alimentos diversos (12)
México,"Salsa de tomate con vinagre, azúcar y especias Kétchup",(la) cátsup,103,Alimentos diversos (12)
Puerto Rico,"Salsa de tomate con vinagre, azúcar y especias Kétchup",(el) kétchup,103,Alimentos diversos (12)
